,genres,keywords,popularity,title,vote_average,vote_count,movie_id,cast,crew
2243,"['Action', 'Fantasy', 'Horror', 'Thriller']","['detective', 'monster', 'professor', 'island', 'museum', 'darkness', 'alien life-form', 'paranormal', 'artifact', 'slow motion scene', 'flashback sequence', 'zombie', 'based on video game', 'occultism']",9.292987,Alone in the Dark,3.1,173,12142,"['Christian Slater', 'Tara Reid', 'Stephen Dorff', 'Frank C. Turner', 'Matthew Walker', 'Will Sanderson', 'Mark Acheson', 'Darren Shahlavi', 'Karin Konoval', 'Craig Bruhnanski']",['Uwe Boll']
2244,"['Comedy', 'Drama', 'Family', 'Music']","['new jersey', 'musical', 'battle of the bands', 'teenager', 'rock band']",7.716606,Bandslam,5.4,126,23367,"['Vanessa Hudgens', 'Aly Michalka', 'Gaelan Connell', 'Lisa Kudrow', 'Scott Porter', 'Ryan Donowho', 'Charlie Saxton', 'Tim Jo', 'Elvy Yost', 'Lisa Chung']",['Todd Graff']
2245,"['Drama', 'Mystery', 'Thriller']","['loss of husband', 'reincarnation', 'friends', 'little boy', 'independent film', 'wedding']",7.698075,Birth,5.9,179,10740,"['Nicole Kidman', 'Cameron Bright', 'Danny Huston', 'Lauren Bacall', 'Alison Elliott', 'Anne Heche', 'Peter Stormare', 'Ted Levine', 'Cara Seymour', 'Arliss Howard']",['Jonathan Glazer']
2246,"['Crime', 'Drama', 'Thriller']","['corruption', 'capitalism', 'winter', 'american dream', 'immigrant', 'business ethics', 'truck', 'oil', 'lawyer', 'new york city', 'loan shark', 'coat', 'tunnel', '1980s', 'husband wife relationship', 'truck hijacking', 'bank loan']",37.629309,A Most Violent Year,6.5,546,241239,"['Oscar Isaac', 'Jessica Chastain', 'Albert Brooks', 'Elyes Gabel', 'David Oyelowo', 'Alessandro Nivola', 'Catalina Sandino Moreno', 'Peter Gerety', 'Ashley Williams', 'John Procaccino']",['J.C. Chandor']
2247,"['Drama', 'Romance', 'War', 'History']","['nurse', 'battle', 'platoon', 'veteran', 'recruitment']",2.405911,Passchendaele,6.3,26,14582,"['Paul Gross', 'Caroline Dhavernas', 'Joe Dinicol', 'Meredith Bailey', 'Adam Harrington', 'Gil Bellows', 'James Kot', 'Jesse Frechette', 'Robert Nogier', 'David LeReaney']",['Paul Gross']
2248,['Drama'],['biography'],3.350297,Flash of Genius,6.3,59,14914,"['Aaron Abrams', 'Alan Alda', 'Lauren Graham', 'Greg Kinnear', 'Tatiana Maslany', 'Tim Kelleher', 'Jake Abel']",['Marc Abraham']
2249,"['Drama', 'Music']","['rock and roll', 'music style', 'success', 'john f. kennedy', 'advancement', 'bob dylan', 'rock', 'biography', 'music', 'beatnik', 'motor-bike accident']",13.032308,I'm Not There.,6.6,195,3902,"['Cate Blanchett', 'Heath Ledger', 'Julianne Moore', 'Ben Whishaw', 'Charlotte Gainsbourg', 'Michelle Williams', 'Christian Bale', 'Marcus Carl Franklin', 'Richard Gere', 'David Cross']",['Todd Haynes']
2250,"['Action', 'Thriller']","['kidnapping', 'spying', 'government']",15.131867,The Cold Light of Day,4.8,271,77948,"['Henry Cavill', 'Verónica Echegui', 'Sigourney Weaver', 'Bruce Willis', 'Caroline Goodall', 'Jim Piddock', 'Rafi Gavron', 'Joseph Mawle', 'Emma Hamilton', 'Michael Budd']",['Mabrouk El Mechri']
2251,"['Adventure', 'Comedy', 'Drama', 'Romance']","['con man', 'estafa']",10.218307,The Brothers Bloom,6.8,203,21755,"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo', 'Rinko Kikuchi', 'Robbie Coltrane', 'Maximilian Schell', 'Ricky Jay', 'Zachary Gordon', 'Max Records', 'Andy Nyman']",['Rian Johnson']
2252,['Drama'],"['new york', 'man-woman relation', 'writer']",12.761176,"Synecdoche, New York",7.4,278,4960,"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh', 'Michelle Williams', 'Catherine Keener', 'Emily Watson', 'Tom Noonan', 'Sadie Goldstein', 'Hope Davis', 'Dianne Wiest']",['Charlie Kaufman']
2253,"['Adventure', 'Fantasy', 'Animation']","['fight', 'wolf', 'village and town', 'iron', 'pan', 'wild boar', 'territory', 'friendship', 'princess', 'good vs evil', 'anime']",60.732738,Princess Mononoke,8.2,1983,128,"['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Sumi Shimamoto', 'Tetsu Watanabe', 'Mitsuru Satô', 'Akira Nagoya']",['Hayao Miyazaki']
2254,"['Comedy', 'Drama', 'Foreign']",[],0.49446,Bon voyage,5.7,20,14652,"['Grégori Derangère', 'Gérard Depardieu', 'Isabelle Adjani', 'Virginie Ledoyen', 'Yvan Attal', 'Peter Coyote', 'Aurore Clément', 'Edith Scob', 'Wolfgang Pissors']",['Jean-Paul Rappeneau']
2255,"['Comedy', 'Music']","['camp', 'disco', 'woman director', 'village people']",6.574285,Can't Stop the Music,4.9,9,40932,"['Alex Briley', 'David Hodo', 'Glenn Hughes', 'Randy Jones', 'Felipe Rose', 'Ray Simpson', 'Valerie Perrine', 'Caitlyn Jenner', 'Steve Guttenberg', 'Tammy Grimes']",['Nancy Walker']
2256,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Western']","['gallows', 'australia', 'psychopath', 'outlaw', 'misanthrope', 'gang', 'shootout', 'sadist', 'brutality', 'violence', 'hideout', 'retribution', 'flogging', 'whipping', 'sunset', 'aborigine', 'savagery']",14.617944,The Proposition,7.1,218,16608,"['Guy Pearce', 'Ray Winstone', 'Emily Watson', 'Danny Huston', 'David Wenham', 'John Hurt', 'Richard Wilson', 'Noah Taylor', 'Jeremy Madrona', 'Jae Mamuyac']",['John Hillcoat']
2257,['Drama'],"['american football', 'biography', 'sport', 'championship']",3.102987,My All American,6.8,36,334531,"['Aaron Eckhart', 'Finn Wittrock', 'Robin Tunney', 'Sarah Bolger', 'Michael Reilly Burke', 'Todd Allen', 'Richard Kohnke', 'Donny Boaz', 'Juston Street', 'Rebecca Chulew']",['Angelo Pizzo']
2258,['Comedy'],[],5.65327,Marci X,3.3,12,32316,"['Lisa Kudrow', 'Damon Wayans', 'Richard Benjamin', 'Jane Krakowski', 'Christine Baranski']",['Richard Benjamin']
2259,"['Action', 'Science Fiction', 'Thriller']","['resistance', 'fascism', 'totalitarian regime', 'destroy', 'phasing', 'dystopia', 'book burning', 'outlaw', 'government agent']",44.566609,Equilibrium,6.9,1552,7299,"['Christian Bale', 'Taye Diggs', 'Emily Watson', 'Angus Macfadyen', 'Sean Bean', 'Dominic Purcell', 'Christian Kahrmann', 'Sean Pertwee', 'William Fichtner', 'John Keogh']",['Kurt Wimmer']
2260,"['Drama', 'War']","['based on true story', 'duringcreditsstinger']",8.978408,The Children of Huang Shi,6.5,52,13405,"['Jonathan Rhys Meyers', 'Radha Mitchell', 'Chow Yun-fat', 'Michelle Yeoh']",['Roger Spottiswoode']
2261,"['Drama', 'Action', 'Thriller', 'Crime']","['corruption', 'subway', 'infiltration', 'criminal']",10.150993,The Yards,6.0,97,19457,"['Mark Wahlberg', 'Joaquin Phoenix', 'Charlize Theron', 'James Caan', 'Ellen Burstyn', 'Faye Dunaway', 'Andy Davoli', 'Tony Musante', 'Victor Argo', 'Tomás Milián']",['James Gray']
2262,['Family'],[],0.28576,The Oogieloves in the Big Balloon Adventure,2.2,8,112937,"['Christopher Lloyd', 'Cary Elwes', 'Jaime Pressly', 'Cloris Leachman', 'Chazz Palminteri', 'Toni Braxton', 'Maya Stange', 'Garrett Clayton', 'Nick Drago', ""Colleen O'Shaughnessey""]",['Matthew Diamond']
2263,"['Drama', 'Romance']","['france', 'hotel', '1970s', 'grief', 'travel', 'unhappiness', 'marriage problems', 'woman director']",11.267676,By the Sea,5.4,156,314385,"['Angelina Jolie', 'Brad Pitt', 'Mélanie Laurent', 'Melvil Poupaud', 'Niels Arestrup', 'Richard Bohringer', 'Sarah Naudi', 'Marika Green', 'Aldo Buontempo', 'George Camilleri']",['Angelina Jolie']
2264,"['Animation', 'Fantasy', 'Science Fiction']","['england', 'inventor', 'ball', 'boy', 'industrial revolution', 'kugel', 'steampunk', 'energy', '19th century', 'steam']",9.129808,Steamboy,6.4,102,8953,"['Anne Suzuki', 'Masane Tsukayama', 'Katsuo Nakamura', 'Manami Konishi', 'Kiyoshi Kodama', 'Ikki Sawamura', 'Susumu Terajima']",['Katsuhiro Ōtomo']
2265,['Drama'],['sport'],2.013405,The Game of Their Lives,5.8,14,29078,"['Gerard Butler', 'Wes Bentley', 'Gavin Rossdale', 'Costas Mandylor', 'Louis Mandylor', 'Zachery Ty Bryan', 'Jimmy Jean-Louis']",['David Anspaugh']
2266,"['Drama', 'Mystery', 'Thriller', 'Crime', 'Romance']","['difficult childhood', 'patriarch', 'childhood trauma', 'dysfunctional marriage']",20.086645,All Good Things,5.9,286,46503,"['Kirsten Dunst', 'Ryan Gosling', 'Kristen Wiig', 'Frank Langella', 'Lily Rabe', 'Philip Baker Hall', 'Michael Esper', 'Diane Venora', 'John Cullum', 'Trini Alvarado']",['Andrew Jarecki']
2267,['Adventure'],"['in love with enemy', 'indigenous', 'island']",3.581906,Rapa Nui,6.2,33,10448,"['Jason Scott Lee', 'Esai Morales', 'Sandrine Holt', 'Eru Potaka-Dewes', 'Emilio Tuki Hito', 'Gordon Hatfield', 'Frenxa Reuben', 'Hori Ahipene', 'Chiefy Elkington', 'Ruihana Rewa']",['Kevin Reynolds']
2268,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']","['little boy', 'ufo', 'extraterrestrial']",12.373248,CJ7,6.1,107,13688,"['Stephen Chow', 'Xu Jiao', 'Kitty Zhang Yuqi', 'Lam Tze-Chung', 'Lee Sheung-Ching', 'Huang Lei', 'Yao Wen-Xue', 'Steven Fung Min-Hang', 'Han Yong-Hua', 'Lei Yu']",['Stephen Chow']
2269,"['Comedy', 'Fantasy']","['mephisto', 'french revolution', 'time travel', 'leap in time', 'knight', 'wedding', 'middle ages']",12.283025,The Visitors II: The Corridors of Time,5.8,221,10353,"['Christian Clavier', 'Jean Reno', 'Marie-Anne Chazel', 'Christian Bujeau', 'Muriel Robin', 'Claire Nadeau', 'Armelle', 'Jean-Luc Caron', 'Patrick Burgel', 'Eric Averlant']",['Jean-Marie Poiré']
2270,"['Action', 'Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']","['detective', 'vampire', 'supernatural', 'zombie', 'werewolf', 'ghouls']",10.617236,Dylan Dog: Dead of Night,4.5,139,43935,"['Brandon Routh', 'Peter Stormare', 'Sam Huntington', 'Taye Diggs', 'Anita Briem', 'Kurt Angle', 'Andrew Sensenig', 'Randal Reeder', 'Courtney J. Clark', 'Gabrielle Chapin']",['Kevin Munroe']
2271,"['Drama', 'Thriller']","['drug addiction', 'press', 'release from prison', ""women's prison"", 'party', 'exzess', 'independent film', 'drug', 'intrigue']",6.377308,People I Know,5.5,48,11458,"['Al Pacino', 'Kim Basinger', ""Ryan O'Neal"", 'Téa Leoni', 'Jonathan Walker', 'Richard Schiff', 'Bill Nunn', 'Robert Klein', 'Mark Webber', 'Peter Gerety']",['Daniel Algrant']
2272,"['Drama', 'Fantasy']","['shakespeare', 'sword', 'island', 'frog', 'sorcery', 'banishment', 'spirit', 'storm', 'staff', 'woman director', 'sorceress', 'loincloth']",3.620537,The Tempest,6.0,31,44638,"['Helen Mirren', 'Felicity Jones', 'Reeve Carney', 'David Strathairn', 'Tom Conti', 'Alfred Molina', 'Djimon Hounsou', 'Russell Brand', 'Alan Cumming', 'Chris Cooper']",['Julie Taymor']
2273,"['Horror', 'Mystery', 'Thriller']","['investigation', 'memory loss']",27.215666,Regression,5.3,585,241257,"['Ethan Hawke', 'Emma Watson', 'David Thewlis', 'Lothaire Bluteau', 'Dale Dickey', 'David Dencik', 'Devon Bostick', 'Aaron Ashmore', 'Peter MacNeill', 'Adam Butcher']",['Alejandro Amenábar']
2274,"['Action', 'History', 'Drama']","['warrior woman', 'number in title']",4.127155,Three Kingdoms: Resurrection of the Dragon,6.6,35,14538,"['Sammo Hung', 'Vanness Wu', 'Maggie Q', 'Andy Lau', 'Ti Lung', 'Elliot Ngok']",['Daniel Lee']
2275,"['Crime', 'Drama', 'Thriller']","['chicago', 'infidelity', 'man-woman relation', 'revenge']",13.118983,Butterfly on a Wheel,6.3,130,13250,"['Pierce Brosnan', 'Maria Bello', 'Gerard Butler', 'Emma Karwandy', 'Claudette Mink', 'Desiree Zurowski', 'Nicholas Lea', 'Peter Keleghan', 'Samantha Ferris', 'Malcolm Stewart']",['Mike Barker']
2276,"['Comedy', 'Animation', 'Adventure', 'Family']","['falcon', 'bird', 'origin']",14.182301,Zambezia,5.3,68,133931,"['Jeremy Suarez', 'Samuel L. Jackson', 'Abigail Breslin', 'Leonard Nimoy', 'Jeff Goldblum', 'Jenifer Lewis', 'Noureen DeWulf', 'Richard E. Grant', 'Jamal Mixon', 'David Shaughnessy']",['Wayne Thornley']
2277,"['Drama', 'History']","['mathematician', 'biography', 'prodigy', 'ramanujam', 'math genius']",0.416179,Ramanujan,5.0,3,280871,"['Abhinay Vaddi', 'Suhasini Maniratnam', 'Kevin McGowan', 'Abbas', 'Anmol', 'Bhama', 'Michael Lieber', 'Richard Walsh', 'Sarath Babu', 'Radha Ravi']",['Gnana Rajasekaran']
2278,['Animation'],[],0.485405,Dwegons,0.5,1,239897,"['Melissa Leo', 'Maggie Wheeler', 'Joey D. Vieira', 'R. Martin Klein', 'Thomas Francis Walsh III', 'Jacqueline Lovell', 'John DeMita', 'Mark Lewis']",['Tom Walsh']
2279,['Drama'],[],7.444189,Hands of Stone,6.1,109,184341,"['Robert De Niro', 'Edgar Ramírez', 'Jurnee Smollett', 'Ellen Barkin', 'Rubén Blades', 'Usher Raymond', 'John Turturro', 'Reg E. Cathey', 'Robb Skyler', 'Ana de Armas']",['Jonathan Jakubowicz']
2280,['Thriller'],"[""new year's eve"", 'fire', 'showdown', 'terrorist', 'embassy', 'hand grenade', 'truck', 'laboratory', 'on the run', 'orphan', 'death', 'cigarette lighter', 'microscope', 'hazmat suit']",33.625477,Survivor,5.4,404,334074,"['Pierce Brosnan', 'Milla Jovovich', 'Dylan McDermott', 'Angela Bassett', 'Robert Forster', ""James D'Arcy"", 'Roger Rees', ""Genevieve O'Reilly"", 'Frances de la Tour', 'Sonya Cassidy']",['James McTeigue']
2281,"['Thriller', 'Crime']","['gun', 'escape', 'serial killer', 'man hunt', 'hunting']",28.060472,The Frozen Ground,6.1,465,199373,"['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack', 'Radha Mitchell', ""Jodi Lyn O'Keefe"", 'Katherine LaNasa', 'Dean Norris', '50 Cent', 'Gia Mantegna', 'Kevin Dunn']",['Scott Walker']
2282,"['Drama', 'Romance']","['china', 'cholera', 'foreign aid', 'epidemic', 'loveless marriage']",20.746932,The Painted Veil,7.1,312,14202,"['Edward Norton', 'Juliet Howland', 'Naomi Watts', 'Ian Renwick', 'Liev Schreiber', 'Toby Jones', 'Diana Rigg', 'Zoe Telford', 'Anthony Wong', 'Marie-Laure Descoureaux']",['John Curran']
2283,"['Action', 'Crime', 'Drama', 'History', 'Thriller']","['terror', 'raf', '1970s']",7.727035,The Baader Meinhof Complex,7.1,157,6968,"['Martina Gedeck', 'Moritz Bleibtreu', 'Johanna Wokalek', 'Nadja Uhl', 'Stipe Erceg', 'Niels-Bruno Schmidt', 'Vinzenz Kiefer', 'Simon Licht', 'Alexandra Maria Lara', 'Bruno Ganz']",['Uli Edel']
2284,"['Adventure', 'Drama', 'Western']","['countryside', 'based on novel', 'suicide attempt', 'culture clash', 'loss of family', 'deserter', 'interpreter', 'language barrier', 'self-discovery', 'dakota', 'buffalo', 'chief', 'unsociability', 'freedom', 'native american', '19th century', 'lakota']",45.707835,Dances with Wolves,7.6,1046,581,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant', 'Floyd Red Crow Westerman', 'Tantoo Cardinal', 'Robert Pastorelli', 'Charles Rocket', 'Maury Chaykin', 'Jimmy Herman']",['Kevin Costner']
2285,['Comedy'],"['classroom', 'teacher', 'school', 'workplace humor']",28.497242,Bad Teacher,5.4,1584,52449,"['Cameron Diaz', 'Jason Segel', 'Justin Timberlake', 'Lucy Punch', 'Phyllis Smith', 'John Michael Higgins', 'Jillian Armenante', 'Dave Allen', 'Matthew J. Evans', 'Kaitlyn Dever']",['Jake Kasdan']
2286,"['Drama', 'Crime', 'Mystery']","['new york', 'alcohol', 'sex', 'detective', 'newspaper', 'nudity', 'suspect', 'police', 'murder', 'suspense', 'serial killer', 'neo-noir']",11.47316,Sea of Love,6.7,141,12150,"['Al Pacino', 'Ellen Barkin', 'John Goodman', 'Michael Rooker', 'William Hickey', 'Richard Jenkins', 'Paul Calderon', 'John Spencer', 'Mark Phelan', 'Samuel L. Jackson']",['Harold Becker']
2287,['Comedy'],"['jealousy', 'cinderella', 'work', 'step mother', 'high school', 'school party', 'orphan', 'teenager', 'disguise', 'american football player', 'teenage romance', 'step sister', 'modern fairy tale']",25.28132,A Cinderella Story,6.1,713,11247,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray', 'Dan Byrd', 'Regina King', 'Julie Gonzalo', 'Lin Shaye', 'Madeline Zima', 'Andrea Avery', 'Mary Pat Gleason']",['Mark Rosman']
2288,"['Crime', 'Horror', 'Mystery']","['halloween', 'gore', 'serial killer', 'slasher', 'tabloid', 'news reporter', 'self-referential', 'meta film']",45.99611,Scream,7.0,1476,4232,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Matthew Lillard', 'Rose McGowan', 'Skeet Ulrich', 'Drew Barrymore', 'Jamie Kennedy', 'W. Earl Brown', 'Joseph Whipp']",['Wes Craven']
2289,"['Horror', 'Thriller']","['hunter', 'nanny', 'nudity', 'collector', 'house', 'supernatural', 'hell', 'uncle', 'revenge', 'lawyer', 'inheritance', 'blood', 'psychic', 'violence', 'devil', 'trapped', 'machine', 'evil', 'glass']",20.392858,Thir13en Ghosts,5.4,440,9378,"['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard', 'Shannon Elizabeth', 'Matthew Harrison', 'Alec Roberts', 'Rah Digga', 'F. Murray Abraham', 'JR Bourne', 'Jacob Rupp']",['Steve Beck']
2290,"['Horror', 'Thriller']","['hotel', 'isolation', 'hotelier', 'colorado', 'maze', 'bartender', 'ax', 'delusion', 'loneliness', 'caretaker', 'vision', 'snow', 'writer', 'alcoholic', 'snowed in', 'off season']",78.699993,The Shining,8.1,3757,694,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson', 'Philip Stone', 'Joe Turkel', 'Anne Jackson', 'Tony Burton', 'Barry Dennen']",['Stanley Kubrick']
2291,"['Adventure', 'Comedy', 'Science Fiction', 'Family']","['clock tower', 'car race', 'terrorist', 'delorean', 'lightning', 'guitar', 'plutonium', 'sports car', 'inventor', 'journey in the past', 'time travel', 'race against time', 'partner', 'misfit', 'mad scientist', 'fish out of water', 'teenage love', 'destiny', 'hidden identity', 'odd couple', 'escapade', 'disorder', 'chases and races', 'love and romance', 'teenage life', 'misfit partners', 'changing the past or future', 'getting home', 'inventions and discoveries']",76.603233,Back to the Future,8.0,6079,105,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain']",['Robert Zemeckis']
2292,"['Horror', 'Mystery', 'Thriller']","['lunatic asylum', 'aftercreditsstinger']",13.664614,House on Haunted Hill,5.5,209,11377,"['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs', 'Peter Gallagher', 'Chris Kattan', 'Ali Larter', 'Bridgette Wilson', 'Max Perlich', 'Jeffrey Combs', 'Dick Beebe']",['William Malone']
2293,"['Drama', 'Comedy']","['aunt', 'duringcreditsstinger']",2.242809,I Can Do Bad All By Myself,6.0,40,26367,"['Tyler Perry', 'Taraji P. Henson', 'Adam Rodríguez', 'Mary J. Blige', 'Gladys Knight', 'Brian J. White']",['Tyler Perry']
2294,"['Action', 'Drama']","['new jersey', 'martial arts', 'sister', 'sport', 'murder', 'mixed martial arts', 'justice', 'underground fighting', 'gym', 'ultimate fighting championship']",1.224105,Fight Valley,3.9,8,385383,"[""Erin O'Brien"", 'Miesha Tate', 'Holly Holm', 'Cristiane Justino', 'Susie Celek', 'Kari J. Kramer', 'Alexandria Williams', 'Cabrina Collesides', 'Bonnie Bruderer', 'Salvatore Franciosa']",['Rob Hawk']
2295,"['Comedy', 'Romance', 'Drama']","['alcohol', 'single parent', 'baby', 'restaurant', 'aquarium', 'sperm', 'little boy', 'male female relationship', 'pregnant', 'artificial insemination']",27.494037,The Switch,5.9,583,41210,"['Jason Bateman', 'Jennifer Aniston', 'Jeff Goldblum', 'Juliette Lewis', 'Todd Louiso', 'Jason Jones', 'Scott Elrod', 'Patrick Wilson', 'Kelli Barrett', 'Thomas Robinson']",['Josh Gordon']
2296,['Comedy'],"['venice', 'france', 'prison', 'fire', 'europe', 'married couple', 'honeymoon', 'castle', 'just married', 'chewing gum', 'marriage', 'police', 'vacation']",18.47518,Just Married,5.3,404,12090,"['Ashton Kutcher', 'Brittany Murphy', 'Christian Kane', 'David Moscow', 'Alex Thomas', 'Valeria Andrews', 'Monet Mazur', 'David Rasche', 'Thad Luckinbill', 'David Agranov']",['Shawn Levy']
2297,"['Drama', 'Action', 'Thriller', 'Crime', 'War']","['palace', 'impostor', 'pervertion']",10.559414,The Devil's Double,6.5,208,62630,"['Dominic Cooper', 'Ludivine Sagnier', 'Raad Rawi', 'Mehmet Ferda', 'Philip Quast', 'Mimoun Oaïssa', 'Khalid Laith', 'Nasser Memarzia', 'Dar Salim', 'Pano Masti']",['Lee Tamahori']
2298,"['Animation', 'Drama', 'Family', 'Science Fiction']",[],1.916351,Thomas and the Magic Railroad,4.6,8,16110,"['Alec Baldwin', 'Peter Fonda', 'Mara Wilson']",['Britt Allcroft']
2299,"['Mystery', 'Horror', 'Action']","['terror', 'biological weapon', 'cover-up', 'splatter', 'duringcreditsstinger', 'virus']",28.867568,The Crazies,6.2,633,29427,"['Timothy Olyphant', 'Radha Mitchell', 'Joe Anderson', 'Danielle Panabaker', 'Christie Lynn Smith', 'Brett Rickaby', 'Preston Bailey', 'John Aylward', 'Joe Reegan', 'Glenn Morshower']",['Breck Eisner']
2300,"['Fantasy', 'Adventure', 'Animation', 'Family']","['witch', 'parents kids relationship', 'magic', 'twilight', 'darkness', 'village and town', 'bath house', 'pig', 'ghost world', 'biology', 'train', 'amusement park', 'yokai', 'japanese mythology', 'anime']",118.968562,Spirited Away,8.3,3840,129,"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tatsuya Gashûin', 'Yumi Tamai', 'Yo Oizumi', 'Koba Hayashi', 'Tsunehiko Kamijô']",['Hayao Miyazaki']
2301,"['Action', 'Crime']","['robbery', 'street war', 'gun battle', 'rogue cop']",3.376967,Firestorm,5.9,43,244114,"['Andy Lau', 'Gordon Lam Ka-Tung', 'Yao Chen', 'Hu Jun', 'Ray Lui', 'Philip Keung', 'Kenny Wong Tak-Ban', 'Oscar Leung', 'Michael Tong', 'Terence Yin']",['Alan Yuen']
2302,"['Action', 'Drama', 'History']","['female nudity', 'exotic island', 'mutiny', 'lake', 'nudity', 'sailing', 'ship', 'adventure', 'tahiti', 'murder', 'pregnancy', 'great barrier reef', 'sailor', 'native peoples', 'storm at sea', 'whipping', 'british sailor', 'based on true events', 'fiji']",7.436491,The Bounty,6.5,108,2669,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox', 'Daniel Day-Lewis', 'Bernard Hill', 'Phil Davis', 'Liam Neeson', 'Wi Kuki Kaa', 'Tevaite Vernette']",['Roger Donaldson']
2303,['Drama'],"['world war ii', 'book', 'nazi germany', 'jewish']",57.84156,The Book Thief,7.4,1486,203833,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson', 'Nico Liersch', 'Ben Schnetzer', 'Heike Makatsch', 'Barbara Auer', 'Roger Allam', 'Rainer Bock', 'Gotthard Lange']",['Brian Percival']
2304,"['Comedy', 'Adventure', 'Romance']","['sex', 'jealousy', 'virgin', 'nudity', 'community', 'friendship', 'high school', 'road trip', 'friends', 'romance', 'redneck', 'loss of virginity', 'hitchhiker', 'teen movie', 'boyfriend', 'pickup', 'knoxville']",17.952817,Sex Drive,6.0,342,13523,"['Josh Zuckerman', 'Amanda Crew', 'Clark Duke', 'James Marsden', 'Seth Green', 'Alice Greczyn', 'Katrina Bowden', 'Mark L. Young', 'Charlie McDermott', 'Andrea Anders']",['Sean Anders']
2305,"['Romance', 'Comedy']","['taxi', 'bar', 'wales', 'marriage proposal', 'airplane', 'pub', 'cow', 'wedding ring', 'wedding', 'proposal', 'cardiologist', 'ireland', 'cliffs']",21.959742,Leap Year,6.4,465,25195,"['Amy Adams', 'Matthew Goode', 'Adam Scott', 'John Lithgow', 'Flaminia Cinque', 'Tony Rohr', 'Pat Laffan', 'Ian McElhinney', 'Dominique McElligott', 'Kaitlin Olson']",['Anand Tucker']
2306,"['Drama', 'History']","['roman empire', 'ancient rome']",4.229942,The Fall of the Roman Empire,6.0,33,17277,"['Sophia Loren', 'Stephen Boyd', 'Alec Guinness', 'Christopher Plummer', 'Anthony Quayle', 'John Ireland', 'Omar Sharif', 'Mel Ferrer', 'Eric Porter', 'Finlay Currie']",['Anthony Mann']
2307,"['Comedy', 'Drama', 'Romance']","['becoming an adult', 'lie', 'night', 'sister', 'job', 'party', 'friends', 'deception', 'best friend']",11.766564,Take Me Home Tonight,6.2,208,50725,"['Topher Grace', 'Anna Faris', 'Dan Fogler', 'Teresa Palmer', 'Michelle Trachtenberg', 'Michael Biehn', 'Chris Pratt', 'Jeanie Hackett', 'Lucy Punch', 'Demetri Martin']",['Michael Dowse']
2308,['Drama'],['based on true story'],2.366251,Won't Back Down,5.8,40,82631,"['Viola Davis', 'Maggie Gyllenhaal', 'Ving Rhames', 'Lance Reddick', 'Rosie Perez', 'Emily Alyn Lind', 'Stephen Weigand', 'Liza Colón-Zayas', 'Teri Clark', 'Sarab Kamoo']",['Daniel Barnz']
2309,"['Family', 'Fantasy', 'Music']",['ballet'],0.068228,The Nutcracker,5.6,5,73191,"['Darci Kistler', 'Damian Woetzel', 'Bart Robinson Cook', 'Kyra Nichols', 'Jessica Lynn Cohen', 'Macaulay Culkin']",['Emile Ardolino']
2310,"['Thriller', 'Drama', 'Music', 'Crime']","['politician', 'kansas city', 'election', 'jazz music']",5.380733,Kansas City,6.1,12,22479,"['Jennifer Jason Leigh', 'Miranda Richardson', 'Harry Belafonte', 'Michael Murphy', 'Dermot Mulroney', 'Steve Buscemi', 'Brooke Smith', 'Jane Adams']",['Robert Altman']
2311,['Drama'],"['based on novel', 'jewish life', 'ohio', '1950s']",5.625989,Indignation,6.8,69,340611,"['Logan Lerman', 'Sarah Gadon', 'Tracy Letts', 'Linda Emond', 'Danny Burstein', 'Ben Rosenfield', 'Pico Alexander', 'Philip Ettinger', 'Noah Robbins', 'Joanne Baron']",['James Schamus']
